,airline,number_of_changes,origin_city_code,destination_country_code,search_month,search_weekday,depart_month,depart_weekday,diff_days,distance,price
29294,Aeroflot,0,MOW,RU,4,4,5,6,44,982.85,4200
29297,S7 Airlines,1,MOW,RU,4,4,5,4,28,6646.73,13652
29303,Turkish Airlines,2,MOW,ES,4,4,5,1,32,3106.0,30194
29304,Wizz Air,3,MOW,DE,4,4,5,0,45,1878.88,24723
29309,Aeroflot,0,MOW,RU,4,4,5,0,31,1474.31,4200
29316,Wizz Air,4,MOW,IT,4,4,5,6,44,2383.39,18671
29317,Azimut,1,MOW,RU,4,4,5,2,40,2305.01,6430
29318,Azimut,0,MOW,RU,4,4,5,2,40,926.25,2650
29319,Wizz Air,2,MOW,ES,4,4,5,3,48,3023.07,16725
29323,Turkish Airlines,2,MOW,TR,4,4,5,0,24,2071.69,27883
29326,Wizz Air,3,MOW,IT,4,4,5,0,24,2554.19,32349
29327,Pobeda,0,MOW,RU,4,4,5,1,39,730.24,3549
29328,Aeroflot,0,MOW,RU,4,4,5,3,41,2138.86,4200
29329,Aeroflot,0,MOW,RU,4,4,5,3,27,556.74,3000
29333,S7 Airlines,0,MOW,RU,4,4,5,2,26,5010.31,14618
29342,Pegasus Airlines,2,MOW,DE,4,4,5,0,38,1653.57,25157
29348,Wizz Air,2,MOW,IT,4,4,5,0,38,2206.07,22880
29349,Wizz Air,3,MOW,GR,4,4,5,0,52,2356.36,20211
29359,Azimut,1,MOW,RU,4,4,5,2,40,1372.69,5330
29362,Wizz Air,2,MOW,IT,4,4,5,0,24,2280.66,24370
29370,Aeroflot,1,MOW,RU,4,4,5,4,28,4728.02,15223
29371,Aeroflot,1,MOW,RU,4,4,5,3,27,1834.33,8039
29372,Aeroflot,0,MOW,RU,4,4,5,2,26,1699.29,4200
29373,Aeroflot,0,MOW,RU,4,4,5,4,28,1141.58,4200
29374,Uzbekistan Airways,2,MOW,IN,4,4,5,5,29,5481.35,35788
29377,Pobeda,0,MOW,RU,4,4,5,6,37,1727.77,3349
29378,Uzbekistan Airways,2,MOW,IN,4,4,5,3,48,5436.87,33590
29379,Uzbekistan Airways,0,MOW,UZ,4,4,5,5,50,3009.67,10308
29380,Pegasus Airlines,2,MOW,ES,4,4,5,5,50,3811.97,22798
29384,Uzbekistan Airways,0,MOW,UZ,4,4,5,5,43,3012.66,9473
29385,Wizz Air,2,MOW,IT,4,4,5,6,37,2713.78,20274
29399,Aeroflot,0,MOW,KZ,4,4,5,5,43,1365.67,12954
29401,Aeroflot,0,MOW,RU,4,4,5,3,41,3125.01,9000
29402,Pegasus Airlines,1,MOW,GR,4,4,5,4,35,2225.12,16570
29406,Turkish Airlines,2,MOW,TR,4,4,5,1,53,1930.07,21385
29407,Nordwind Airlines,0,MOW,RU,4,4,5,5,29,1245.22,3463
29412,Azimut,0,MOW,RU,4,4,5,1,46,1137.51,3080
29415,Uzbekistan Airways,3,MOW,IN,4,4,5,1,46,5527.75,37679
29416,Uzbekistan Airways,0,MOW,UZ,4,4,5,1,46,2792.29,8133
29418,S7 Airlines,0,MOW,RU,4,4,5,4,49,365.9,2777
29419,Azimut,2,MOW,TR,4,4,5,2,47,2154.06,17946
29421,Aeroflot,0,MOW,RU,4,4,5,3,41,1193.19,4200
29424,Azimut,1,MOW,RU,4,4,5,4,35,893.09,3830
29427,Pegasus Airlines,3,MOW,ES,4,4,5,1,53,3646.26,35802
29429,Pegasus Airlines,1,MOW,DE,4,4,5,3,48,1908.87,15305
29432,Pobeda,0,MOW,RU,4,4,5,3,27,771.09,3548
29437,S7 Airlines,1,MOW,RU,4,4,5,4,49,6144.5,13133
29438,Turkish Airlines,2,MOW,TR,4,4,5,6,23,2021.43,31186
29439,Turkish Airlines,2,MOW,GR,4,4,5,3,34,1899.49,33632
29444,Aeroflot,1,MOW,KZ,4,4,5,5,29,1984.99,8296
29446,S7 Airlines,1,MOW,RU,4,4,5,4,28,6781.36,13994
29447,Uzbekistan Airways,0,MOW,UZ,4,4,5,5,50,3017.68,8133
29451,Pegasus Airlines,1,MOW,TR,4,4,6,3,83,1608.63,18376
29452,S7 Airlines,1,MOW,RU,4,4,6,2,54,3379.79,11288
29454,Turkish Airlines,2,MOW,TR,4,4,6,3,55,2086.37,19800
29462,Nordwind Airlines,0,MOW,RU,4,4,6,3,76,1270.49,4338
29469,Aeroflot,1,MOW,RU,4,4,6,1,81,7042.45,20435
29478,S7 Airlines,0,MOW,RU,4,4,6,4,77,2245.55,9169
29479,Aeroflot,1,MOW,RU,4,4,6,6,72,5563.57,27089
29489,Wizz Air,3,MOW,ES,4,4,6,2,54,3010.09,24290
29492,Uzbekistan Airways,1,MOW,IN,4,4,6,5,78,4338.6,19241
29497,Nordwind Airlines,0,MOW,RU,4,4,6,1,60,1496.68,4994
29499,S7 Airlines,0,MOW,RU,4,4,6,5,78,345.27,1033
29501,Azimut,2,MOW,TR,4,4,6,1,67,1643.31,17190
29505,Aeroflot,0,MOW,RU,4,4,6,2,68,253.0,2250
29508,Azimut,2,MOW,TR,4,4,6,5,71,2195.74,17310
29511,Azimut,1,MOW,RU,4,4,6,1,60,3324.82,8926
29523,S7 Airlines,0,MOW,RU,4,4,6,4,77,386.51,4749
29524,Nordwind Airlines,1,MOW,RU,4,4,6,3,83,808.34,8466
29525,S7 Airlines,0,MOW,RU,4,4,6,1,67,2161.81,7868
29528,Nordwind Airlines,1,MOW,DE,4,4,6,1,60,2072.57,9097
29530,Azimut,1,MOW,RU,4,4,6,0,80,152.1,5542
29531,Turkish Airlines,3,MOW,DE,4,4,6,6,72,2018.9,22452
29534,Turkish Airlines,2,MOW,KZ,4,4,6,0,59,2590.71,39169
29538,S7 Airlines,1,MOW,RU,4,4,6,3,62,5876.42,13592
29544,Uzbekistan Airways,0,MOW,UZ,4,4,6,4,70,2951.46,5124
29546,Pobeda,0,MOW,RU,4,4,6,4,56,2991.64,8448
29548,Azimut,1,MOW,RU,4,4,6,0,66,1602.63,5930
29549,S7 Airlines,0,MOW,RU,4,4,6,4,70,1939.79,10171
29551,Uzbekistan Airways,2,MOW,IN,4,4,6,0,73,5022.12,29430
29559,Nordwind Airlines,1,MOW,DE,4,4,6,0,59,2033.29,6848
29564,Turkish Airlines,2,MOW,TR,4,4,6,0,73,2067.55,22150
29569,Turkish Airlines,1,MOW,TR,4,4,6,2,54,2079.39,27140
29572,Uzbekistan Airways,0,MOW,UZ,4,4,6,2,61,2654.56,4880
29575,Turkish Airlines,3,MOW,IT,4,4,6,2,68,2448.15,16716
29576,Turkish Airlines,1,MOW,TR,4,4,6,2,68,1988.86,19348
29577,Aeroflot,1,MOW,RU,4,4,6,1,60,4575.94,32863
29588,Aeroflot,0,MOW,KZ,4,4,6,6,58,1626.78,12877
29589,Uzbekistan Airways,1,MOW,KZ,4,4,6,5,57,2279.13,13055
29592,Uzbekistan Airways,0,MOW,UZ,4,4,6,1,81,2791.24,8133
29595,Aeroflot,1,MOW,RU,4,4,6,4,77,5599.18,12370
29601,Pobeda,0,MOW,RU,4,4,6,4,77,2878.27,5648
29602,Azimut,2,MOW,TR,4,4,6,2,68,1911.0,18771
29603,Uzbekistan Airways,2,MOW,IN,4,4,6,3,76,5986.37,34370
29606,Pegasus Airlines,1,MOW,DE,4,4,6,4,63,1846.08,15439
29611,Aeroflot,0,MOW,KZ,4,4,6,2,61,1687.7,13704
29617,S7 Airlines,1,MOW,RU,4,4,6,5,57,6410.71,14023
29624,Nordwind Airlines,0,MOW,RU,4,4,6,1,74,1466.42,3114
29630,Aeroflot,0,MOW,KZ,4,4,6,1,60,2466.69,13976
29632,Pobeda,0,MOW,RU,4,4,6,3,76,692.14,3098
29640,Pobeda,0,MOW,RU,4,4,6,2,68,1476.84,7948
29644,Azimut,1,MOW,RU,4,4,6,5,57,1081.68,3660
29645,Pegasus Airlines,1,MOW,TR,4,4,6,4,56,1889.67,17193
29646,Uzbekistan Airways,0,MOW,UZ,4,4,6,6,65,2647.82,4880
29649,S7 Airlines,1,MOW,RU,4,4,6,4,63,4208.67,11155
29651,Azimut,1,MOW,TR,4,4,6,5,71,1759.79,8270
29653,Nordwind Airlines,1,MOW,GR,4,4,6,4,63,2000.69,8244
29659,Aeroflot,1,MOW,RU,4,4,6,5,57,7051.25,20435
29662,Uzbekistan Airways,0,MOW,UZ,4,4,6,0,80,2800.39,4880
29666,Nordwind Airlines,0,MOW,RU,4,4,6,0,59,2233.37,5403
29668,Pobeda,0,MOW,RU,4,4,6,4,56,600.92,3098
29680,Pegasus Airlines,1,MOW,TR,4,4,6,0,59,2153.37,19142
29682,Nordwind Airlines,0,MOW,DE,4,4,6,5,64,1611.43,3403
29686,Uzbekistan Airways,0,MOW,UZ,4,4,6,4,63,2156.62,4880
29689,S7 Airlines,2,MOW,RU,4,4,6,3,55,5643.46,23621
29692,Uzbekistan Airways,2,MOW,IN,4,4,6,4,77,5596.6,33665
29700,S7 Airlines,1,MOW,RU,4,4,6,4,63,2850.63,15873
29708,Azimut,0,MOW,RU,4,4,6,2,54,616.0,2280
29717,Uzbekistan Airways,2,MOW,IN,4,4,6,0,80,5841.33,37124
29736,Uzbekistan Airways,0,MOW,UZ,4,4,6,0,66,2286.26,4880
29737,Turkish Airlines,1,MOW,TR,4,4,6,6,58,1533.5,28955
29740,Turkish Airlines,2,MOW,TR,4,4,6,6,72,2185.48,16639
29744,S7 Airlines,2,MOW,RU,4,4,6,2,54,1710.73,17360
29748,Pegasus Airlines,1,MOW,TR,4,4,6,4,63,2007.59,26670
29749,Nordwind Airlines,1,MOW,DE,4,4,6,5,57,2083.32,6848
29750,Pegasus Airlines,1,MOW,TR,4,4,6,2,61,1964.06,26036
29751,Pegasus Airlines,1,MOW,DE,4,4,6,5,71,1735.05,41875
29752,Pobeda,0,MOW,RU,4,4,6,3,55,906.06,3648
29754,Uzbekistan Airways,1,MOW,KZ,4,4,6,2,75,3101.76,10223
29756,Turkish Airlines,2,MOW,TR,4,4,6,2,75,2215.01,16730
29760,Nordwind Airlines,0,MOW,RU,4,4,6,4,56,1162.99,4128
29766,S7 Airlines,1,MOW,RU,4,4,6,3,55,6646.73,13662
29773,Turkish Airlines,3,MOW,ES,4,4,6,6,65,3106.0,22604
29775,Wizz Air,2,MOW,IT,4,4,6,2,54,2238.59,21141
29787,Azimut,1,MOW,RU,4,4,6,5,57,2305.01,9498
29794,Turkish Airlines,2,MOW,TR,4,4,6,5,64,1956.25,20220
29797,Pobeda,0,MOW,RU,4,4,6,5,57,730.24,3549
29798,Aeroflot,0,MOW,RU,4,4,6,6,72,2138.86,6102
29800,Turkish Airlines,1,MOW,TR,4,4,6,3,69,1997.32,43459
29801,Pegasus Airlines,1,MOW,DE,4,4,6,4,56,2080.67,14960
29803,S7 Airlines,0,MOW,RU,4,4,6,2,75,5010.31,14548
29804,Wizz Air,2,MOW,IT,4,4,6,0,66,2187.41,21101
29812,Turkish Airlines,2,MOW,DE,4,4,6,4,70,1653.57,17276
29819,Turkish Airlines,4,MOW,GR,4,4,6,3,83,2356.36,21276
29823,Pobeda,0,MOW,RU,4,4,6,0,59,2919.21,9598
29830,Azimut,1,MOW,RU,4,4,6,1,60,1372.69,5830
29844,Pobeda,0,MOW,RU,4,4,6,4,70,1141.58,5048
29849,Pobeda,0,MOW,RU,4,4,6,5,78,1727.77,5748
29850,Uzbekistan Airways,2,MOW,IN,4,4,6,0,73,5436.87,28940
29852,Uzbekistan Airways,0,MOW,UZ,4,4,6,5,71,3009.67,4880
29853,Pegasus Airlines,2,MOW,ES,4,4,6,4,56,3811.97,18620
29856,Uzbekistan Airways,0,MOW,UZ,4,4,6,2,75,3012.66,6798
29857,Wizz Air,2,MOW,IT,4,4,6,0,59,2713.78,20090
29861,Aeroflot,0,MOW,RU,4,4,6,1,60,1238.84,5190
29871,Aeroflot,0,MOW,KZ,4,4,6,2,61,1365.67,13289
29873,S7 Airlines,0,MOW,RU,4,4,6,0,59,3125.01,11701
29874,Nordwind Airlines,1,MOW,GR,4,4,6,0,59,2225.12,10944
29881,Azimut,0,MOW,RU,4,4,6,4,70,1137.51,3480
29887,Uzbekistan Airways,2,MOW,IN,4,4,6,5,64,5527.75,36619
29888,Uzbekistan Airways,0,MOW,UZ,4,4,6,1,81,2792.29,6798
29889,Uzbekistan Airways,2,MOW,IN,4,4,6,4,77,6080.87,37704
29890,S7 Airlines,0,MOW,RU,4,4,6,3,83,365.9,2801
29893,Aeroflot,0,MOW,RU,4,4,6,2,61,1193.19,6623
29896,Pobeda,0,MOW,RU,4,4,6,4,77,893.09,4148
29902,Pobeda,0,MOW,RU,4,4,6,5,71,771.09,4149
29907,S7 Airlines,1,MOW,RU,4,4,6,6,58,6144.5,13133
29912,Uzbekistan Airways,2,MOW,IN,4,4,6,3,76,6274.47,39011
29914,Azimut,1,MOW,RU,4,4,6,5,71,2345.3,8046
29916,S7 Airlines,1,MOW,RU,4,4,6,0,59,6781.36,13994
29917,Uzbekistan Airways,0,MOW,UZ,4,4,6,5,64,3017.68,6798
29922,Turkish Airlines,1,MOW,TR,4,4,7,4,112,1608.63,19169
29923,S7 Airlines,1,MOW,RU,4,4,7,0,108,3379.79,11288
29925,Turkish Airlines,2,MOW,TR,4,4,7,4,84,2086.37,22053
29933,Nordwind Airlines,0,MOW,RU,4,4,7,3,104,1270.49,4293
29939,Aeroflot,1,MOW,RU,4,4,7,4,84,7042.45,20435
29947,S7 Airlines,0,MOW,RU,4,4,7,4,91,2245.55,9099
29958,KLM,3,MOW,ES,4,4,7,5,99,3010.09,20627
29960,Uzbekistan Airways,1,MOW,IN,4,4,7,1,102,4338.6,21617
29964,Nordwind Airlines,0,MOW,RU,4,4,7,1,102,1496.68,5024
29967,S7 Airlines,0,MOW,RU,4,4,7,3,97,345.27,1033
29970,Azimut,2,MOW,TR,4,4,7,1,102,1643.31,17418
29983,Azimut,1,MOW,RU,4,4,7,3,104,3324.82,8294
29987,Azimut,2,MOW,TR,4,4,7,1,102,2089.38,17120
29994,S7 Airlines,0,MOW,RU,4,4,7,1,102,386.51,4749
29995,S7 Airlines,0,MOW,RU,4,4,7,6,114,2161.81,9053
29997,Nordwind Airlines,1,MOW,DE,4,4,7,6,100,2072.57,10004
29999,Nordwind Airlines,1,MOW,RU,4,4,7,2,103,152.1,5490
30003,Turkish Airlines,1,MOW,KZ,4,4,7,2,103,2590.71,27711
30007,Aeroflot,0,MOW,RU,4,4,7,5,99,5876.42,14300
30014,Uzbekistan Airways,0,MOW,UZ,4,4,7,2,103,2951.46,4880
30020,S7 Airlines,0,MOW,RU,4,4,7,0,101,1939.79,10171
30022,Uzbekistan Airways,2,MOW,IN,4,4,7,0,87,5022.12,31320
30029,Nordwind Airlines,1,MOW,DE,4,4,7,0,87,2033.29,12947
30030,KLM,2,MOW,IT,4,4,7,1,109,2668.41,15576
30034,Turkish Airlines,2,MOW,TR,4,4,7,5,99,2067.55,19587
30037,KLM,2,MOW,ES,4,4,7,1,109,3612.93,28280
30041,Turkish Airlines,1,MOW,IT,4,4,7,5,85,2638.56,14674
30042,Uzbekistan Airways,0,MOW,UZ,4,4,7,2,110,2654.56,10365
30049,Aeroflot,0,MOW,KZ,4,4,7,0,101,1437.3,12954
30054,Aeroflot,0,MOW,KZ,4,4,7,4,105,1626.78,13976
30056,Uzbekistan Airways,1,MOW,KZ,4,4,7,5,106,2279.13,13643
30059,Uzbekistan Airways,0,MOW,UZ,4,4,7,1,95,2791.24,6798
30062,Aeroflot,1,MOW,RU,4,4,7,1,109,5599.18,12240
30067,Pobeda,0,MOW,RU,4,4,7,3,90,2878.27,5648
30068,Turkish Airlines,1,MOW,TR,4,4,7,5,92,1911.0,21414
30069,Uzbekistan Airways,2,MOW,IN,4,4,7,3,104,5986.37,34370
30071,KLM,1,MOW,DE,4,4,7,4,91,1846.08,10020
30078,Aeroflot,0,MOW,KZ,4,4,7,6,107,1687.7,13704
30084,S7 Airlines,1,MOW,RU,4,4,7,1,88,6410.71,14023
30094,Uzbekistan Airways,2,MOW,IN,4,4,7,3,97,4129.51,46063
30095,Nordwind Airlines,0,MOW,RU,4,4,7,3,104,1466.42,6109
30100,Turkish Airlines,1,MOW,US,4,4,7,6,86,8396.91,49494
30102,Aeroflot,1,MOW,RU,4,4,7,5,92,4150.4,18927
30103,Turkish Airlines,1,MOW,TR,4,4,7,6,114,1768.06,27102
30105,Aeroflot,0,MOW,KZ,4,4,7,0,87,2466.69,14059
30107,Pobeda,0,MOW,RU,4,4,7,3,97,692.14,3648
30108,Aeroflot,0,MOW,RU,4,4,7,1,109,1492.57,6655
30109,Turkish Airlines,1,MOW,US,4,4,7,0,87,7224.28,47322
30116,Pobeda,0,MOW,RU,4,4,7,0,101,1476.84,7948
30120,Azimut,1,MOW,RU,4,4,7,2,110,1081.68,4060
30121,Pegasus Airlines,1,MOW,TR,4,4,7,6,86,1889.67,18599
30122,Uzbekistan Airways,0,MOW,UZ,4,4,7,1,88,2647.82,4880
30124,Turkish Airlines,2,MOW,IT,4,4,7,5,85,2400.34,23249
30126,S7 Airlines,1,MOW,RU,4,4,7,6,86,4208.67,11155
30127,S7 Airlines,2,MOW,RU,4,4,7,4,112,6027.81,34180
30128,Azimut,1,MOW,TR,4,4,7,5,106,1759.79,7435
30129,KLM,2,MOW,IT,4,4,7,5,92,2398.73,16287
30130,Nordwind Airlines,1,MOW,GR,4,4,7,4,91,2000.69,7909
30133,KLM,3,MOW,IT,4,4,7,5,99,2725.08,21365
30135,KLM,3,MOW,ES,4,4,7,1,88,3787.36,16232
30136,Aeroflot,1,MOW,RU,4,4,7,5,106,7051.25,20435
30139,Uzbekistan Airways,0,MOW,UZ,4,4,7,0,101,2800.39,4880
30145,Turkish Airlines,1,MOW,TR,4,4,7,5,85,1911.29,26271
30146,Aeroflot,0,MOW,RU,4,4,7,3,90,2233.37,6754
30148,Pobeda,0,MOW,RU,4,4,7,6,93,600.92,3099
30158,Pegasus Airlines,1,MOW,TR,4,4,7,4,112,2153.37,21047
30161,Nordwind Airlines,0,MOW,DE,4,4,7,5,92,1611.43,3483
30164,Uzbekistan Airways,0,MOW,UZ,4,4,7,4,98,2156.62,4880
30168,KLM,3,MOW,DE,4,4,7,5,99,2115.84,27954
30171,Uzbekistan Airways,2,MOW,IN,4,4,7,5,99,5596.6,37807
30180,KLM,1,MOW,DE,4,4,7,5,106,1780.92,13236
30181,S7 Airlines,1,MOW,RU,4,4,7,4,84,2850.63,15873
30186,KLM,3,MOW,IT,4,4,7,0,108,2219.51,15174
30188,Azimut,0,MOW,RU,4,4,7,5,106,616.0,2280
30197,Uzbekistan Airways,2,MOW,IN,4,4,7,1,102,5841.33,34596
30207,Aeroflot,1,MOW,RU,4,4,7,4,84,6097.35,21435
30213,Uzbekistan Airways,0,MOW,UZ,4,4,7,5,99,2286.26,4880
30216,Azimut,2,MOW,TR,4,4,7,5,113,2185.48,16103
30222,Nordwind Airlines,1,MOW,DE,4,4,7,0,108,2083.32,6514
30223,Pegasus Airlines,1,MOW,TR,4,4,7,4,84,1964.06,23211
30224,Pobeda,0,MOW,RU,4,4,7,0,101,906.06,3648
30226,Uzbekistan Airways,1,MOW,KZ,4,4,7,5,106,3101.76,10172
30236,S7 Airlines,1,MOW,RU,4,4,7,3,97,6646.73,13662
30240,KLM,2,MOW,ES,4,4,7,5,85,3178.51,16731
30255,S7 Airlines,0,MOW,RU,4,4,7,4,84,2305.01,9500
30261,Turkish Airlines,2,MOW,ES,4,4,7,0,87,3876.47,34815
30265,Pobeda,0,MOW,RU,4,4,7,3,104,730.24,3548
30266,Aeroflot,0,MOW,RU,4,4,7,3,90,2138.86,6102
30269,Pegasus Airlines,1,MOW,DE,4,4,7,0,94,2080.67,14572
30271,S7 Airlines,0,MOW,RU,4,4,7,6,93,5010.31,14618
30276,Nordwind Airlines,1,MOW,RU,4,4,7,2,96,6202.94,21329
30282,KLM,1,MOW,DE,4,4,7,1,95,1653.57,14093
30289,Turkish Airlines,2,MOW,GR,4,4,7,5,85,2356.36,25793
30290,S7 Airlines,1,MOW,RU,4,4,7,1,109,4885.08,17382
30293,Pobeda,0,MOW,RU,4,4,7,1,88,2919.21,9598
30298,KLM,1,MOW,ES,4,4,7,0,87,3123.35,16695
30307,KLM,1,MOW,IT,4,4,7,0,87,2347.45,12974
30313,Pobeda,0,MOW,RU,4,4,7,6,86,1699.29,5748
30315,Pobeda,0,MOW,RU,4,4,7,4,84,1141.58,4448
30319,Pobeda,0,MOW,RU,4,4,7,6,100,1727.77,5748
30320,Uzbekistan Airways,2,MOW,IN,4,4,7,3,111,5436.87,27590
30322,Uzbekistan Airways,0,MOW,UZ,4,4,7,3,104,3009.67,4880
30325,Uzbekistan Airways,0,MOW,UZ,4,4,7,5,85,3012.66,6798
30330,Aeroflot,0,MOW,RU,4,4,7,4,112,1238.84,5204
30339,Aeroflot,0,MOW,KZ,4,4,7,5,85,1365.67,12954
30342,Nordwind Airlines,1,MOW,GR,4,4,7,0,87,2225.12,11029
30343,KLM,2,MOW,ES,4,4,7,1,88,3420.17,15600
30352,Azimut,0,MOW,RU,4,4,7,6,93,1137.51,3480
30356,Turkish Airlines,2,MOW,IT,4,4,7,0,87,2787.17,20539
30357,Uzbekistan Airways,2,MOW,IN,4,4,7,5,85,5527.75,37634
30358,Uzbekistan Airways,0,MOW,UZ,4,4,7,5,106,2792.29,4880
30360,S7 Airlines,0,MOW,RU,4,4,7,4,84,365.9,2801
30361,Azimut,2,MOW,TR,4,4,7,5,99,2154.06,13329
30363,Aeroflot,0,MOW,RU,4,4,7,6,100,1193.19,6623
30364,Pobeda,1,MOW,RU,4,4,7,3,97,4419.25,30561
30365,Pobeda,0,MOW,RU,4,4,7,4,91,893.09,4148
30368,KLM,2,MOW,ES,4,4,7,5,92,3646.26,25550
30380,S7 Airlines,1,MOW,RU,4,4,7,2,96,6144.5,13133
30384,Uzbekistan Airways,2,MOW,IN,4,4,7,3,90,6274.47,39011
30386,Azimut,1,MOW,RU,4,4,7,5,92,2345.3,7498
30387,Aeroflot,0,MOW,RU,4,4,7,0,94,6781.36,16435
30388,Uzbekistan Airways,0,MOW,UZ,4,4,7,2,89,3017.68,6798
30390,Turkish Airlines,1,MOW,TR,4,4,8,0,115,1608.63,19361
30391,S7 Airlines,1,MOW,RU,4,4,8,5,134,3379.79,11288
30398,Nordwind Airlines,0,MOW,RU,4,4,8,3,139,1270.49,4288
30404,Aeroflot,1,MOW,RU,4,4,8,0,129,7042.45,20435
30413,Uzbekistan Airways,2,MOW,IN,4,4,8,3,132,5123.59,34353
30414,S7 Airlines,0,MOW,RU,4,4,8,2,145,2245.55,9099
30426,Uzbekistan Airways,1,MOW,IN,4,4,8,2,117,4338.6,21159
30429,Turkish Airlines,3,MOW,DE,4,4,8,3,118,2135.42,25651
30431,Nordwind Airlines,0,MOW,RU,4,4,8,3,132,1496.68,4929
30434,KLM,1,MOW,US,4,4,8,0,122,8672.75,54583
30435,S7 Airlines,0,MOW,RU,4,4,8,0,115,345.27,1033
30438,Pegasus Airlines,1,MOW,TR,4,4,8,2,124,1643.31,19920
30446,Azimut,2,MOW,TR,4,4,8,2,131,2195.74,17310
30453,Pegasus Airlines,1,MOW,TR,4,4,8,6,135,2089.38,17363
30460,Uzbekistan Airways,2,MOW,IN,4,4,8,0,115,3954.46,38940
30462,S7 Airlines,0,MOW,RU,4,4,8,1,130,386.51,4749
30464,S7 Airlines,0,MOW,RU,4,4,8,1,116,2161.81,9053
30466,Nordwind Airlines,1,MOW,DE,4,4,8,6,142,2072.57,9585
30469,Azimut,1,MOW,RU,4,4,8,4,140,152.1,5565
30471,Turkish Airlines,3,MOW,DE,4,4,8,0,122,2018.9,27098
30473,Turkish Airlines,1,MOW,KZ,4,4,8,0,115,2590.71,28214
30475,Aeroflot,0,MOW,RU,4,4,8,0,115,5876.42,14300
30481,Uzbekistan Airways,0,MOW,UZ,4,4,8,0,115,2951.46,4880
30488,S7 Airlines,0,MOW,RU,4,4,8,5,141,1939.79,10171
30490,Uzbekistan Airways,2,MOW,IN,4,4,8,0,143,5022.12,30490
30492,Aeroflot,0,MOW,RU,4,4,8,3,118,1004.37,5820
30493,Nordwind Airlines,0,MOW,RU,4,4,8,1,137,1201.71,3790
30494,KLM,2,MOW,IT,4,4,8,0,143,2622.72,20930
30496,Nordwind Airlines,1,MOW,DE,4,4,8,6,142,2033.29,12864
30497,KLM,2,MOW,IT,4,4,8,1,130,2668.41,15870
30503,Turkish Airlines,2,MOW,TR,4,4,8,2,124,2067.55,21403
30508,Turkish Airlines,2,MOW,TR,4,4,8,0,115,2079.39,22150
30510,KLM,2,MOW,IT,4,4,8,1,130,2638.56,13291
30512,Uzbekistan Airways,0,MOW,UZ,4,4,8,2,131,2654.56,4880
30514,KLM,2,MOW,IT,4,4,8,4,126,2448.15,18435
30517,Uzbekistan Airways,2,MOW,KZ,4,4,8,2,117,1437.3,16218
30525,Uzbekistan Airways,1,MOW,KZ,4,4,8,5,134,1626.78,11223
30526,Uzbekistan Airways,1,MOW,KZ,4,4,8,5,120,2279.13,12393
30529,Uzbekistan Airways,0,MOW,UZ,4,4,8,1,144,2791.24,4880
30532,Aeroflot,1,MOW,RU,4,4,8,1,116,5599.18,12380
30536,Pobeda,0,MOW,RU,4,4,8,4,126,2878.27,5648
30537,Turkish Airlines,1,MOW,TR,4,4,8,1,137,1911.0,20805
30538,Uzbekistan Airways,2,MOW,IN,4,4,8,0,143,5986.37,34420
30541,KLM,1,MOW,DE,4,4,8,0,115,1846.08,9783
30547,Aeroflot,0,MOW,KZ,4,4,8,4,133,1687.7,15679
30552,S7 Airlines,1,MOW,RU,4,4,8,5,134,6410.71,14023
30553,S7 Airlines,1,MOW,RU,4,4,8,3,125,3840.86,16618
30560,KLM,2,MOW,ES,4,4,8,4,119,3258.09,32360
30561,Nordwind Airlines,0,MOW,RU,4,4,8,3,139,1466.42,6029
30568,Turkish Airlines,2,MOW,US,4,4,8,0,115,8396.91,66025
30569,Aeroflot,1,MOW,RU,4,4,8,6,121,2858.14,25532
30570,Aeroflot,0,MOW,KZ,4,4,8,0,115,2466.69,14256
30571,Turkish Airlines,1,MOW,US,4,4,8,2,145,9530.8,52365
30573,Pobeda,0,MOW,RU,4,4,8,0,136,692.14,3648
30574,S7 Airlines,0,MOW,RU,4,4,8,2,138,1492.57,5201
30575,Turkish Airlines,1,MOW,US,4,4,8,4,140,7224.28,44348
30583,KLM,1,MOW,ES,4,4,8,5,120,3318.23,19986
30586,Pegasus Airlines,1,MOW,TR,4,4,8,6,121,1889.67,18370
30587,Uzbekistan Airways,0,MOW,UZ,4,4,8,0,129,2647.82,4880
30588,Turkish Airlines,2,MOW,IT,4,4,8,0,136,2195.46,36066
30589,S7 Airlines,1,MOW,RU,4,4,8,5,141,4208.67,11155
30592,Azimut,1,MOW,TR,4,4,8,2,117,1759.79,8270
30597,Nordwind Airlines,1,MOW,GR,4,4,8,4,140,2000.69,8186
30602,Aeroflot,1,MOW,RU,4,4,8,5,141,7051.25,20435
30605,Uzbekistan Airways,0,MOW,UZ,4,4,8,0,115,2800.39,4880
30610,Aeroflot,0,MOW,RU,4,4,8,1,130,2233.37,6754
30612,Pobeda,0,MOW,RU,4,4,8,5,127,600.92,3098
30623,Nordwind Airlines,0,MOW,DE,4,4,8,5,120,1611.43,3483
30626,Uzbekistan Airways,0,MOW,UZ,4,4,8,4,119,2156.62,4880
30634,Pegasus Airlines,2,MOW,ES,4,4,8,0,115,3090.66,24460
30639,KLM,1,MOW,DE,4,4,8,6,128,1780.92,14037
30640,S7 Airlines,1,MOW,RU,4,4,8,3,118,2850.63,15883
30642,Pobeda,1,MOW,RU,4,4,8,6,128,1397.49,7585
