,airline,number_of_changes,origin_city_code,destination_country_code,search_weekday,depart_weekday,diff_days,distance,price,number_of_changes_category,airline_category,destination_category
6431,Uzbekistan Airways,0,MOW,UZ,2,4,163,2156.62,6763,0,Uzbekistan Airways,cis
6432,Wizz Air,2,MOW,DE,2,5,150,1780.92,7137,2,Other,culture
6433,S7 Airlines,0,MOW,RU,2,2,168,1397.49,8401,0,S7 Airlines,domestic
6434,Pobeda,1,MOW,RU,2,0,145,4105.39,14755,1,Pobeda,domestic
6435,Wizz Air,2,MOW,IT,2,1,160,2219.51,7824,2,Other,culture
6436,Azimut,0,MOW,RU,2,2,168,616.0,2280,0,Azimut,domestic
6437,Wizz Air,2,MOW,GR,2,5,157,2248.52,10817,2,Other,tourism
6438,Aeroflot,1,MOW,US,2,2,168,8848.73,40813,1,Aeroflot,culture
6439,Aeroflot,1,MOW,US,2,4,142,9019.63,36945,1,Aeroflot,culture
6440,Wizz Air,3,MOW,KZ,2,3,162,2310.96,13706,3+,Other,cis
6441,S7 Airlines,0,MOW,RU,2,2,168,444.87,3554,0,S7 Airlines,domestic
6442,S7 Airlines,1,MOW,RU,2,3,148,3908.69,18051,1,S7 Airlines,domestic
6443,Pegasus Airlines,2,MOW,TR,2,4,142,1820.27,15041,2,Pegasus Airlines,tourism
6444,S7 Airlines,0,MOW,UZ,2,1,167,2286.26,5830,0,S7 Airlines,cis
6445,Pegasus Airlines,1,MOW,TR,2,6,144,2185.48,10478,1,Pegasus Airlines,tourism
6446,Turkish Airlines,1,MOW,US,2,1,153,9231.98,28358,1,Turkish Airlines,culture
6447,KLM,2,MOW,GR,2,0,145,2335.85,12075,2,Other,tourism
6448,Azimut,2,MOW,TR,2,5,157,2007.59,9818,2,Azimut,tourism
6449,Azimut,2,MOW,TR,2,2,147,1964.06,13213,2,Azimut,tourism
6450,Turkish Airlines,1,MOW,DE,2,0,152,1735.05,10879,1,Turkish Airlines,culture
6451,Pobeda,0,MOW,RU,2,2,168,906.06,3499,0,Pobeda,domestic
6452,Uzbekistan Airways,1,MOW,KZ,2,4,149,3101.76,11600,1,Uzbekistan Airways,cis
6453,Pobeda,0,MOW,TR,2,4,163,2215.01,8874,0,Pobeda,tourism
6454,Aeroflot,0,MOW,RU,2,0,145,982.85,5011,0,Aeroflot,domestic
6455,Aeroflot,1,MOW,IT,2,6,172,2267.53,10671,1,Aeroflot,culture
6456,Wizz Air,2,MOW,ES,2,1,146,3178.51,11894,2,Other,tourism
6457,Wizz Air,1,MOW,DE,2,5,157,1878.88,9956,1,Other,culture
6458,Pobeda,0,MOW,RU,2,1,167,1474.31,3899,0,Pobeda,domestic
6459,Turkish Airlines,3,MOW,US,2,5,143,9490.19,36485,3+,Turkish Airlines,culture
6460,Wizz Air,3,MOW,IT,2,6,165,2383.39,12147,3+,Other,culture
6461,Wizz Air,1,MOW,ES,2,6,151,3023.07,8488,1,Other,tourism
6462,Pegasus Airlines,2,MOW,ES,2,0,145,3876.47,17027,2,Pegasus Airlines,tourism
6463,Aeroflot,2,MOW,TR,2,6,172,1956.25,11375,2,Aeroflot,tourism
6464,Pobeda,0,MOW,RU,2,6,144,730.24,3499,0,Pobeda,domestic
6465,S7 Airlines,0,MOW,RU,2,4,142,556.74,4412,0,S7 Airlines,domestic
6466,Pobeda,0,MOW,DE,2,5,150,2080.67,8239,0,Pobeda,culture
6467,Wizz Air,2,MOW,ES,2,1,153,3182.22,9818,2,Other,tourism
6468,S7 Airlines,0,MOW,RU,2,6,151,5010.31,14548,0,S7 Airlines,domestic
6469,Wizz Air,1,MOW,IT,2,3,148,2187.41,11579,1,Other,culture
6470,Pobeda,1,MOW,RU,2,4,149,6202.94,22710,1,Pobeda,domestic
6471,Wizz Air,1,MOW,DE,2,5,143,1653.57,8431,1,Other,culture
6472,Wizz Air,2,MOW,IT,2,4,142,2206.07,7876,2,Other,culture
6473,Aeroflot,1,MOW,US,2,6,158,9288.94,39013,1,Aeroflot,culture
6474,Pobeda,0,MOW,RU,2,1,167,2919.21,6099,0,Pobeda,domestic
6475,Turkish Airlines,2,MOW,US,2,1,167,8812.17,35701,2,Turkish Airlines,culture
6476,Wizz Air,2,MOW,ES,2,0,159,3123.35,7655,2,Other,tourism
6477,Nordwind Airlines,0,MOW,RU,2,2,147,1372.69,3999,0,Nordwind Airlines,domestic
6478,Wizz Air,1,MOW,IT,2,5,143,2347.45,9276,1,Other,culture
6479,Pobeda,0,MOW,RU,2,2,168,1699.29,3099,0,Pobeda,domestic
6480,Pobeda,0,MOW,RU,2,2,168,1141.58,3299,0,Pobeda,domestic
6481,Pobeda,0,MOW,RU,2,2,168,1727.77,3999,0,Pobeda,domestic
6482,Uzbekistan Airways,0,MOW,UZ,2,5,164,3009.67,6760,0,Uzbekistan Airways,cis
6483,Uzbekistan Airways,0,MOW,UZ,2,5,164,3012.66,7047,0,Uzbekistan Airways,cis
6484,Wizz Air,2,MOW,IT,2,4,156,2366.55,9484,2,Other,culture
6485,Aeroflot,0,MOW,RU,2,2,154,3125.01,9357,0,Aeroflot,domestic
6486,Wizz Air,2,MOW,ES,2,4,170,3420.17,9393,2,Other,tourism
6487,Aeroflot,1,MOW,US,2,6,144,9198.78,39294,1,Aeroflot,culture
6488,Nordwind Airlines,0,MOW,RU,2,4,170,1245.22,4108,0,Nordwind Airlines,domestic
6489,Azimut,2,MOW,RU,2,0,159,1137.51,3475,2,Azimut,domestic
6490,Aeroflot,1,MOW,US,2,5,143,7530.67,39495,1,Aeroflot,culture
6491,Wizz Air,2,MOW,IT,2,0,145,2787.17,9626,2,Other,culture
6492,S7 Airlines,0,MOW,UZ,2,3,155,2792.29,6610,0,S7 Airlines,cis
6493,Wizz Air,1,MOW,IN,2,4,163,6080.87,17795,1,Other,tourism
6494,S7 Airlines,0,MOW,RU,2,2,168,365.9,2306,0,S7 Airlines,domestic
6495,S7 Airlines,0,MOW,TR,2,4,149,2154.06,8005,0,S7 Airlines,tourism
6496,Wizz Air,2,MOW,GR,2,5,164,2442.2,20258,2,Other,tourism
6497,Pobeda,0,MOW,RU,2,2,168,893.09,3299,0,Pobeda,domestic
6498,Wizz Air,2,MOW,DE,2,3,169,1908.87,8434,2,Other,culture
6499,Pobeda,0,MOW,RU,2,2,147,771.09,4399,0,Pobeda,domestic
6500,Uzbekistan Airways,0,MOW,UZ,2,2,147,3017.68,7021,0,Uzbekistan Airways,cis
6501,S7 Airlines,1,MOW,RU,2,4,177,3379.79,11162,1,S7 Airlines,domestic
6502,Pobeda,1,MOW,TR,2,0,187,2086.37,11677,1,Pobeda,tourism
6503,Wizz Air,2,MOW,GR,2,0,194,2335.39,7065,2,Other,tourism
6504,Pobeda,0,MOW,RU,2,1,202,1270.49,3799,0,Pobeda,domestic
6505,Pobeda,0,MOW,DE,2,0,173,2051.9,8416,0,Pobeda,culture
6506,Aeroflot,2,MOW,US,2,2,189,8623.62,49381,2,Aeroflot,culture
6507,Pobeda,1,MOW,RU,2,6,179,1906.42,5634,1,Pobeda,domestic
6508,Nordwind Airlines,0,MOW,RU,2,2,196,1496.68,2858,0,Nordwind Airlines,domestic
6509,Aeroflot,1,MOW,US,2,2,203,9695.83,39544,1,Aeroflot,culture
6510,Turkish Airlines,3,MOW,US,2,0,173,9898.39,41045,3+,Turkish Airlines,culture
6511,Aeroflot,2,MOW,TR,2,1,195,1731.5,12799,2,Aeroflot,tourism
6512,S7 Airlines,0,MOW,RU,2,1,174,345.27,963,0,S7 Airlines,domestic
6513,Pegasus Airlines,1,MOW,TR,2,4,177,1643.31,13001,1,Pegasus Airlines,tourism
6514,Pobeda,0,MOW,TR,2,0,201,2195.74,9086,0,Pobeda,tourism
6515,S7 Airlines,0,MOW,KZ,2,5,192,3021.44,11920,0,S7 Airlines,cis
6516,S7 Airlines,1,MOW,TR,2,4,191,2089.38,10071,1,S7 Airlines,tourism
6517,S7 Airlines,0,MOW,IT,2,5,178,2189.37,8785,0,S7 Airlines,culture
6518,Pobeda,0,MOW,RU,2,6,200,1334.24,2399,0,Pobeda,domestic
6519,S7 Airlines,0,MOW,RU,2,1,195,386.51,4049,0,S7 Airlines,domestic
6520,S7 Airlines,0,MOW,RU,2,5,192,2161.81,8983,0,S7 Airlines,domestic
6521,Azimut,1,MOW,RU,2,4,184,152.1,6510,1,Azimut,domestic
6522,Aeroflot,0,MOW,RU,2,1,174,5876.42,14300,0,Aeroflot,domestic
6523,Uzbekistan Airways,0,MOW,UZ,2,2,196,2951.46,6760,0,Uzbekistan Airways,cis
6524,Pobeda,0,MOW,RU,2,2,175,2991.64,7194,0,Pobeda,domestic
6525,Pobeda,0,MOW,RU,2,5,199,1201.71,2549,0,Pobeda,domestic
6526,Wizz Air,2,MOW,IT,2,0,194,2622.72,5965,2,Other,culture
6527,Nordwind Airlines,1,MOW,DE,2,0,173,2033.29,6100,1,Nordwind Airlines,culture
6528,Wizz Air,2,MOW,IT,2,0,194,2668.41,9038,2,Other,culture
6529,Aeroflot,1,MOW,US,2,0,173,9132.38,39434,1,Aeroflot,culture
6530,Wizz Air,1,MOW,IT,2,0,180,2638.56,8326,1,Other,culture
6531,Uzbekistan Airways,0,MOW,UZ,2,2,196,2654.56,6784,0,Uzbekistan Airways,cis
6532,Pobeda,0,MOW,RU,2,0,201,1191.19,2349,0,Pobeda,domestic
6533,Turkish Airlines,1,MOW,KZ,2,0,173,1626.78,14285,1,Turkish Airlines,cis
6534,Aeroflot,1,MOW,KZ,2,2,175,2279.13,11143,1,Aeroflot,cis
6535,S7 Airlines,0,MOW,UZ,2,0,187,2791.24,5655,0,S7 Airlines,cis
6536,Aeroflot,1,MOW,RU,2,0,194,5599.18,12070,1,Aeroflot,domestic
6537,Pobeda,1,MOW,TR,2,0,194,1911.0,11595,1,Pobeda,tourism
6538,Wizz Air,1,MOW,IT,2,2,203,2232.05,8387,1,Other,culture
6539,Turkish Airlines,1,MOW,DE,2,0,173,1846.08,11459,1,Turkish Airlines,culture
6540,Wizz Air,2,MOW,GR,2,0,173,2381.63,10630,2,Other,tourism
6541,Wizz Air,1,MOW,IT,2,1,181,2098.36,7681,1,Other,culture
6542,Wizz Air,2,MOW,GR,2,4,198,2466.46,10374,2,Other,tourism
6543,Pobeda,1,MOW,RU,2,0,187,3840.86,13477,1,Pobeda,domestic
6544,Wizz Air,2,MOW,IN,2,1,202,4620.55,22600,2,Other,tourism
6545,Turkish Airlines,4,MOW,US,2,0,173,9415.13,44381,3+,Turkish Airlines,culture
6546,Turkish Airlines,1,MOW,US,2,1,181,9793.74,26362,1,Turkish Airlines,culture
6547,Wizz Air,2,MOW,ES,2,0,173,3258.09,7758,2,Other,tourism
6548,Nordwind Airlines,0,MOW,RU,2,4,198,1466.42,2260,0,Nordwind Airlines,domestic
6549,Aeroflot,0,MOW,KZ,2,6,200,2466.69,18783,0,Aeroflot,cis
6550,Pobeda,0,MOW,RU,2,3,176,692.14,3499,0,Pobeda,domestic
6551,Turkish Airlines,2,MOW,US,2,0,194,7224.28,26052,2,Turkish Airlines,culture
6552,Wizz Air,2,MOW,GR,2,1,195,2215.54,6965,2,Other,tourism
6553,S7 Airlines,0,MOW,RU,2,3,190,1476.84,2460,0,S7 Airlines,domestic
6554,Aeroflot,1,MOW,US,2,0,173,9568.52,43347,1,Aeroflot,culture
6555,Wizz Air,2,MOW,ES,2,4,177,3318.23,8099,2,Other,tourism
6556,S7 Airlines,1,MOW,TR,2,3,197,1889.67,10656,1,S7 Airlines,tourism
6557,S7 Airlines,0,MOW,UZ,2,2,175,2647.82,5830,0,S7 Airlines,cis
6558,Aeroflot,1,MOW,IT,2,0,187,2195.46,13141,1,Aeroflot,culture
6559,Pobeda,0,MOW,RU,2,2,189,4208.67,6184,0,Pobeda,domestic
6560,Pobeda,0,MOW,TR,2,0,194,1759.79,7948,0,Pobeda,tourism
6561,Wizz Air,1,MOW,IT,2,2,175,2398.73,9260,1,Other,culture
6562,Aeroflot,0,MOW,GR,2,2,203,2000.69,7125,0,Aeroflot,tourism
6563,Wizz Air,2,MOW,GR,2,5,199,2456.28,7800,2,Other,tourism
6564,Wizz Air,1,MOW,ES,2,1,188,3787.36,9293,1,Other,tourism
6565,Wizz Air,2,MOW,KZ,2,2,182,2730.28,11774,2,Other,cis
6566,Uzbekistan Airways,0,MOW,UZ,2,0,201,2800.39,6763,0,Uzbekistan Airways,cis
6567,Pobeda,0,MOW,RU,2,1,202,2233.37,5299,0,Pobeda,domestic
6568,Pobeda,0,MOW,RU,2,2,203,1420.68,3499,0,Pobeda,domestic
6569,Pobeda,0,MOW,RU,2,1,174,600.92,3149,0,Pobeda,domestic
6570,Pobeda,0,MOW,RU,2,3,176,1429.66,3599,0,Pobeda,domestic
6571,Aeroflot,2,MOW,US,2,2,203,8691.84,47342,2,Aeroflot,culture
6572,Wizz Air,2,MOW,DE,2,5,185,1611.43,7080,2,Other,culture
6573,Uzbekistan Airways,0,MOW,UZ,2,4,177,2156.62,6850,0,Uzbekistan Airways,cis
6574,KLM,2,MOW,US,2,2,203,9763.68,43249,2,Other,culture
6575,Wizz Air,2,MOW,GR,2,1,188,2231.25,10055,2,Other,tourism
6576,Aeroflot,1,MOW,US,2,2,196,7075.34,34066,1,Aeroflot,culture
6577,S7 Airlines,0,MOW,RU,2,5,178,1397.49,8401,0,S7 Airlines,domestic
6578,Wizz Air,2,MOW,IT,2,0,180,2219.51,8747,2,Other,culture
6579,Wizz Air,2,MOW,DE,2,1,181,2170.5,15965,2,Other,culture
6580,Azimut,0,MOW,RU,2,6,186,616.0,2280,0,Azimut,domestic
6581,Wizz Air,2,MOW,GR,2,5,192,2248.52,12199,2,Other,tourism
6582,Aeroflot,1,MOW,US,2,0,194,9019.63,36808,1,Aeroflot,culture
6583,S7 Airlines,0,MOW,RU,2,5,199,444.87,3554,0,S7 Airlines,domestic
6584,Turkish Airlines,2,MOW,US,2,0,173,11398.22,42594,2,Turkish Airlines,culture
6585,S7 Airlines,2,MOW,RU,2,2,189,3908.69,20006,2,S7 Airlines,domestic
6586,Aeroflot,1,MOW,US,2,3,176,8163.53,43227,1,Aeroflot,culture
6587,Aeroflot,2,MOW,US,2,1,174,7653.94,41284,2,Aeroflot,culture
6588,S7 Airlines,0,MOW,UZ,2,1,181,2286.26,5830,0,S7 Airlines,cis
6589,Pobeda,1,MOW,TR,2,2,189,2185.48,11277,1,Pobeda,tourism
6590,Aeroflot,2,MOW,US,2,1,188,9765.23,42118,2,Aeroflot,culture
6591,Turkish Airlines,1,MOW,US,2,2,203,9231.98,22944,1,Turkish Airlines,culture
6592,Wizz Air,2,MOW,GR,2,0,173,2335.85,10830,2,Other,tourism
6593,Wizz Air,2,MOW,DE,2,3,190,2083.32,8116,2,Other,culture
6594,Pegasus Airlines,1,MOW,TR,2,5,178,1964.06,12738,1,Pegasus Airlines,tourism
6595,Pobeda,0,MOW,RU,2,2,203,906.06,2899,0,Pobeda,domestic
6596,Aeroflot,1,MOW,US,2,2,189,8548.63,37180,1,Aeroflot,culture
6597,Pobeda,0,MOW,TR,2,0,180,2215.01,8874,0,Pobeda,tourism
6598,Pobeda,0,MOW,RU,2,1,202,1162.99,2049,0,Pobeda,domestic
6599,Aeroflot,0,MOW,RU,2,3,190,982.85,5011,0,Aeroflot,domestic
6600,Aeroflot,1,MOW,IT,2,4,177,2267.53,10671,1,Aeroflot,culture
6601,Aeroflot,2,MOW,US,2,0,173,8359.73,47599,2,Aeroflot,culture
6602,Pobeda,0,MOW,RU,2,0,201,1474.31,2549,0,Pobeda,domestic
6603,Aeroflot,1,MOW,US,2,0,194,9490.19,40669,1,Aeroflot,culture
6604,Wizz Air,2,MOW,IT,2,1,181,2383.39,10117,2,Other,culture
6605,Wizz Air,2,MOW,ES,2,1,195,3023.07,7642,2,Other,tourism
6606,Pobeda,0,MOW,RU,2,0,187,730.24,3499,0,Pobeda,domestic
6607,Pobeda,0,MOW,RU,2,5,178,2138.86,4099,0,Pobeda,domestic
6608,S7 Airlines,0,MOW,RU,2,4,177,556.74,4412,0,S7 Airlines,domestic
6609,Wizz Air,2,MOW,DE,2,0,173,2080.67,9638,2,Other,culture
6610,S7 Airlines,1,MOW,RU,2,6,179,6202.94,22990,1,S7 Airlines,domestic
6611,Aeroflot,2,MOW,US,2,3,190,8345.87,49887,2,Aeroflot,culture
6612,KLM,1,MOW,DE,2,3,197,1653.57,11932,1,Other,culture
6613,Wizz Air,2,MOW,GR,2,6,186,2356.36,8445,2,Other,tourism
6614,Pobeda,0,MOW,RU,2,5,192,2919.21,6099,0,Pobeda,domestic
6615,Aeroflot,1,MOW,US,2,2,203,8812.17,34497,1,Aeroflot,culture
6616,Wizz Air,2,MOW,ES,2,0,187,3123.35,6694,2,Other,tourism
6617,Pobeda,0,MOW,RU,2,2,196,1372.69,3199,0,Pobeda,domestic
6618,Pobeda,0,MOW,IT,2,5,192,2347.45,9400,0,Pobeda,culture
6619,Pobeda,0,MOW,RU,2,0,180,1699.29,3099,0,Pobeda,domestic
6620,Pobeda,0,MOW,RU,2,2,175,1141.58,3299,0,Pobeda,domestic
6621,Pobeda,0,MOW,RU,2,0,173,1727.77,3199,0,Pobeda,domestic
6622,Uzbekistan Airways,0,MOW,UZ,2,3,183,3009.67,6763,0,Uzbekistan Airways,cis
6623,Uzbekistan Airways,0,MOW,UZ,2,5,178,3012.66,7047,0,Uzbekistan Airways,cis
6624,Aeroflot,1,MOW,US,2,6,179,9513.87,47523,1,Aeroflot,culture
6625,Wizz Air,2,MOW,IT,2,0,180,2366.55,7389,2,Other,culture
6626,Aeroflot,1,MOW,US,2,0,173,11327.89,56196,1,Aeroflot,culture
6627,Pobeda,0,MOW,RU,2,1,202,1238.84,4099,0,Pobeda,domestic
6628,Aeroflot,2,MOW,US,2,2,196,8603.56,37051,2,Aeroflot,culture
6629,Aeroflot,0,MOW,RU,2,1,202,3125.01,9357,0,Aeroflot,domestic
6630,Aeroflot,2,MOW,US,2,2,203,8922.64,34342,2,Aeroflot,culture
6631,Wizz Air,2,MOW,ES,2,1,174,3420.17,8139,2,Other,tourism
6632,Turkish Airlines,2,MOW,US,2,1,195,9198.78,34050,2,Turkish Airlines,culture
6633,Aeroflot,0,MOW,RU,2,0,180,1245.22,5355,0,Aeroflot,domestic
6634,Azimut,0,MOW,RU,2,0,173,1137.51,4280,0,Azimut,domestic
6635,Wizz Air,2,MOW,IT,2,5,178,2787.17,8851,2,Other,culture
6636,S7 Airlines,0,MOW,UZ,2,3,176,2792.29,6610,0,S7 Airlines,cis
6637,Wizz Air,1,MOW,IN,2,4,177,6080.87,20170,1,Other,tourism
6638,S7 Airlines,0,MOW,RU,2,6,179,365.9,2306,0,S7 Airlines,domestic
6639,S7 Airlines,0,MOW,TR,2,4,177,2154.06,8005,0,S7 Airlines,tourism
6640,Pobeda,0,MOW,RU,2,2,203,1193.19,3365,0,Pobeda,domestic
6641,Pobeda,1,MOW,RU,2,2,203,4419.25,26280,1,Pobeda,domestic
6642,Pobeda,0,MOW,RU,2,1,174,893.09,3299,0,Pobeda,domestic
6643,Pobeda,0,MOW,RU,2,0,180,771.09,4399,0,Pobeda,domestic
6644,Pobeda,1,MOW,RU,2,0,173,1739.04,7149,1,Pobeda,domestic
6645,Nordwind Airlines,0,MOW,RU,2,6,200,6144.5,11868,0,Nordwind Airlines,domestic
6646,S7 Airlines,2,MOW,ES,2,3,190,3520.22,18290,2,S7 Airlines,tourism
6647,Uzbekistan Airways,0,MOW,UZ,2,2,175,3017.68,7021,0,Uzbekistan Airways,cis
6648,S7 Airlines,1,MOW,RU,2,6,207,3379.79,11161,1,S7 Airlines,domestic
6649,Wizz Air,2,MOW,GR,2,5,227,2335.39,6418,2,Other,tourism
6650,Pobeda,0,MOW,RU,2,0,229,1270.49,3299,0,Pobeda,domestic
6651,Pobeda,0,MOW,DE,2,0,222,2051.9,8499,0,Pobeda,culture
6652,Aeroflot,2,MOW,US,2,0,229,8196.79,28058,2,Aeroflot,culture
6653,Nordwind Airlines,0,MOW,RU,2,2,224,1496.68,2656,0,Nordwind Airlines,domestic
6654,Aeroflot,1,MOW,US,2,4,205,8672.75,27260,1,Aeroflot,culture
6655,Aeroflot,1,MOW,US,2,3,211,9898.39,30981,1,Aeroflot,culture
6656,Pegasus Airlines,1,MOW,TR,2,1,209,1731.5,11534,1,Pegasus Airlines,tourism
6657,S7 Airlines,0,MOW,RU,2,1,223,345.27,963,0,S7 Airlines,domestic
6658,Pobeda,0,MOW,TR,2,6,207,2195.74,8874,0,Pobeda,tourism
