,airline,number_of_changes,origin_city_code,destination_country_code,search_weekday,depart_weekday,diff_days,distance,price,number_of_changes_category,airline_category,destination_category
29714,Pobeda,0,LED,RU,3,6,38,1055.34,4349,0,Pobeda,domestic
29715,S7 Airlines,1,LED,RU,3,1,40,3863.76,19113,1,S7 Airlines,domestic
29716,Uzbekistan Airways,1,LED,UZ,3,3,49,2902.36,9041,1,Uzbekistan Airways,cis
29717,Nordwind Airlines,0,LED,RU,3,2,48,3414.11,7533,0,Nordwind Airlines,domestic
29718,Aeroflot,1,LED,RU,3,5,44,4170.21,18769,1,Aeroflot,domestic
29719,Aeroflot,2,LED,TR,3,1,33,2527.13,17623,2,Aeroflot,tourism
29720,Pegasus Airlines,1,LED,TR,3,6,38,2554.82,24327,1,Pegasus Airlines,tourism
29721,Pegasus Airlines,2,LED,DE,3,3,28,1468.15,34776,2,Pegasus Airlines,culture
29722,Pobeda,0,LED,RU,3,0,46,1372.48,5649,0,Pobeda,domestic
29723,Aeroflot,2,LED,TR,3,0,46,2581.06,18115,2,Aeroflot,tourism
29724,Aeroflot,0,LED,RU,3,0,39,1636.33,3600,0,Aeroflot,domestic
29725,S7 Airlines,1,LED,RU,3,4,50,6660.21,16509,1,S7 Airlines,domestic
29726,Turkish Airlines,1,LED,ES,3,6,45,2893.9,51317,1,Turkish Airlines,tourism
29727,Pegasus Airlines,3,LED,DE,3,3,49,1516.76,32874,3+,Pegasus Airlines,culture
29728,Aeroflot,1,LED,RU,3,3,35,2093.92,6699,1,Aeroflot,domestic
29729,Turkish Airlines,2,LED,US,3,0,46,8885.22,76235,2,Turkish Airlines,culture
29730,Aeroflot,0,LED,RU,3,6,31,2484.49,5400,0,Aeroflot,domestic
29731,Azimut,1,LED,RU,3,4,50,1514.2,3460,1,Azimut,domestic
29732,Turkish Airlines,1,LED,TR,3,5,51,2271.53,44374,1,Turkish Airlines,tourism
29733,Nordwind Airlines,0,LED,RU,3,2,48,1217.45,3325,0,Nordwind Airlines,domestic
29734,Aeroflot,0,LED,RU,3,3,35,2313.5,5400,0,Aeroflot,domestic
29735,Aeroflot,1,LED,RU,3,4,36,1171.35,5481,1,Aeroflot,domestic
29736,Turkish Airlines,2,LED,IN,3,4,29,4517.45,74006,2,Turkish Airlines,tourism
29737,Pegasus Airlines,2,LED,DE,3,4,43,1761.83,19808,2,Pegasus Airlines,culture
29738,S7 Airlines,1,LED,RU,3,1,54,5049.92,17263,1,S7 Airlines,domestic
29739,S7 Airlines,2,LED,RU,3,0,25,5893.67,26051,2,S7 Airlines,domestic
29740,Pegasus Airlines,2,LED,DE,3,3,28,1421.26,39648,2,Pegasus Airlines,culture
29741,S7 Airlines,1,LED,RU,3,1,54,4832.22,14817,1,S7 Airlines,domestic
29742,Pegasus Airlines,2,LED,ES,3,1,33,2966.95,34303,2,Pegasus Airlines,tourism
29743,Aeroflot,0,LED,RU,3,5,37,1941.65,5400,0,Aeroflot,domestic
29744,Uzbekistan Airways,2,LED,IN,3,3,35,5931.73,63553,2,Uzbekistan Airways,tourism
29745,Turkish Airlines,2,LED,US,3,1,54,7289.13,55617,2,Turkish Airlines,culture
29746,Aeroflot,1,LED,RU,3,0,46,4174.92,13701,1,Aeroflot,domestic
29747,Aeroflot,0,LED,RU,3,1,40,2030.82,4242,0,Aeroflot,domestic
29748,Aeroflot,0,LED,RU,3,2,41,1482.37,3600,0,Aeroflot,domestic
29749,Nordwind Airlines,0,LED,RU,3,1,40,2112.14,6351,0,Nordwind Airlines,domestic
29750,Uzbekistan Airways,2,LED,IN,3,3,42,6066.03,38600,2,Uzbekistan Airways,tourism
29751,Uzbekistan Airways,1,LED,UZ,3,4,29,3574.18,8833,1,Uzbekistan Airways,cis
29752,Uzbekistan Airways,1,LED,UZ,3,1,54,3571.03,13120,1,Uzbekistan Airways,cis
29753,S7 Airlines,1,LED,RU,3,4,36,1781.34,6619,1,S7 Airlines,domestic
29754,Turkish Airlines,2,LED,IT,3,1,47,1919.8,62599,2,Turkish Airlines,culture
29755,Aeroflot,1,LED,KZ,3,4,43,1993.25,16630,1,Aeroflot,cis
29756,Aeroflot,1,LED,RU,3,0,46,3457.3,11709,1,Aeroflot,domestic
29757,Azimut,2,LED,GR,3,6,38,2484.45,20760,2,Azimut,tourism
29758,Aeroflot,0,LED,RU,3,6,38,3093.58,5400,0,Aeroflot,domestic
29759,Aeroflot,0,LED,RU,3,1,40,1793.99,4200,0,Aeroflot,domestic
29760,Azimut,0,LED,RU,3,1,40,1763.83,3480,0,Azimut,domestic
29761,Pegasus Airlines,3,LED,IT,3,4,29,2734.76,45055,3+,Pegasus Airlines,culture
29762,Uzbekistan Airways,3,LED,IN,3,6,24,6086.24,53483,3+,Uzbekistan Airways,tourism
29763,Uzbekistan Airways,1,LED,UZ,3,1,40,3365.16,9531,1,Uzbekistan Airways,cis
29764,Uzbekistan Airways,3,LED,IN,3,1,33,6710.01,46119,3+,Uzbekistan Airways,tourism
29765,Aeroflot,2,LED,TR,3,1,54,2558.62,18029,2,Aeroflot,tourism
29766,Aeroflot,1,LED,RU,3,0,46,1795.99,6600,1,Aeroflot,domestic
29767,Azimut,1,LED,RU,3,4,43,1527.53,3660,1,Azimut,domestic
29768,Pegasus Airlines,3,LED,ES,3,3,28,3455.78,53183,3+,Pegasus Airlines,tourism
29769,Pegasus Airlines,2,LED,DE,3,3,49,1682.81,24480,2,Pegasus Airlines,culture
29770,Pobeda,0,LED,RU,3,3,42,1090.69,3849,0,Pobeda,domestic
29771,Aeroflot,1,LED,RU,3,0,46,1893.9,9343,1,Aeroflot,domestic
29772,Nordwind Airlines,1,LED,RU,3,5,51,6198.57,14190,1,Nordwind Airlines,domestic
29773,Uzbekistan Airways,3,LED,IN,3,1,33,6904.08,46906,3+,Uzbekistan Airways,tourism
29774,S7 Airlines,1,LED,RU,3,4,29,2370.87,6201,1,S7 Airlines,domestic
29775,Aeroflot,1,LED,KZ,3,3,42,2363.42,9246,1,Aeroflot,cis
29776,S7 Airlines,1,LED,RU,3,2,34,6644.23,16501,1,S7 Airlines,domestic
29777,Uzbekistan Airways,1,LED,UZ,3,5,51,3622.47,10754,1,Uzbekistan Airways,cis
29778,Uzbekistan Airways,2,LED,IN,3,3,49,4302.03,57768,2,Uzbekistan Airways,tourism
29779,Pegasus Airlines,2,LED,DE,3,1,26,1630.09,35464,2,Pegasus Airlines,culture
29780,S7 Airlines,1,LED,RU,3,4,57,3649.14,13350,1,S7 Airlines,domestic
29781,Azimut,1,LED,RU,3,3,77,1907.22,6460,1,Azimut,domestic
29782,Aeroflot,2,LED,RU,3,0,74,7030.5,25100,2,Aeroflot,domestic
29783,S7 Airlines,2,LED,RU,3,2,55,2098.42,9312,2,S7 Airlines,domestic
29784,S7 Airlines,2,LED,RU,3,2,55,5257.67,28811,2,S7 Airlines,domestic
29785,Uzbekistan Airways,1,LED,IN,3,5,79,4931.49,26863,1,Uzbekistan Airways,tourism
29786,Turkish Airlines,1,LED,US,3,1,68,8633.92,64351,1,Turkish Airlines,culture
29787,Azimut,0,LED,RU,3,2,55,777.24,2380,0,Azimut,domestic
29788,Pegasus Airlines,1,LED,TR,3,4,64,2201.82,23465,1,Pegasus Airlines,tourism
29789,S7 Airlines,1,LED,RU,3,3,56,3546.2,9821,1,S7 Airlines,domestic
29790,Wizz Air,3,LED,IT,3,0,67,2061.77,22180,3+,Other,culture
29791,Azimut,1,LED,RU,3,5,72,1942.61,4260,1,Azimut,domestic
29792,Nordwind Airlines,0,LED,RU,3,1,75,889.58,3671,0,Nordwind Airlines,domestic
29793,S7 Airlines,1,LED,RU,3,5,58,2202.88,8161,1,S7 Airlines,domestic
29794,Nordwind Airlines,0,LED,DE,3,2,55,1838.93,6891,0,Nordwind Airlines,culture
29795,Azimut,0,LED,RU,3,1,82,697.19,1780,0,Azimut,domestic
29796,Turkish Airlines,1,LED,KZ,3,2,55,3152.33,30533,1,Turkish Airlines,cis
29797,Turkish Airlines,3,LED,DE,3,3,84,1638.99,48229,3+,Turkish Airlines,culture
29798,S7 Airlines,1,LED,RU,3,3,56,5737.05,16589,1,S7 Airlines,domestic
29799,KLM,2,LED,ES,3,5,79,2744.68,75380,2,Other,tourism
29800,Uzbekistan Airways,1,LED,UZ,3,6,73,3512.29,9080,1,Uzbekistan Airways,cis
29801,Azimut,1,LED,RU,3,2,76,2233.71,6660,1,Azimut,domestic
29802,Uzbekistan Airways,2,LED,IN,3,5,79,5649.36,37923,2,Uzbekistan Airways,tourism
29803,Nordwind Airlines,0,LED,DE,3,0,60,1754.98,3365,0,Nordwind Airlines,culture
29804,Turkish Airlines,2,LED,IT,3,5,65,2703.39,61536,2,Turkish Airlines,culture
29805,Turkish Airlines,2,LED,US,3,1,68,8506.58,40718,2,Turkish Airlines,culture
29806,Wizz Air,2,LED,IT,3,4,71,2719.71,19634,2,Other,culture
29807,Uzbekistan Airways,1,LED,UZ,3,2,55,3256.68,10055,1,Uzbekistan Airways,cis
29808,Azimut,1,LED,RU,3,2,55,1754.46,4060,1,Azimut,domestic
29809,Uzbekistan Airways,3,LED,KZ,3,4,71,2263.35,20936,3+,Uzbekistan Airways,cis
29810,Uzbekistan Airways,1,LED,UZ,3,0,60,3386.3,9301,1,Uzbekistan Airways,cis
29811,Aeroflot,1,LED,RU,3,2,55,5688.26,14225,1,Aeroflot,domestic
29812,Pobeda,1,LED,RU,3,1,75,3132.3,8963,1,Pobeda,domestic
29813,Wizz Air,1,LED,IT,3,0,60,2129.66,20495,1,Other,culture
29814,Aeroflot,1,LED,KZ,3,1,75,2141.63,19644,1,Aeroflot,cis
29815,Pobeda,1,LED,RU,3,3,56,1803.09,11279,1,Pobeda,domestic
29816,Nordwind Airlines,1,LED,RU,3,5,65,6528.78,15140,1,Nordwind Airlines,domestic
29817,Nordwind Airlines,0,LED,RU,3,2,55,1104.71,4690,0,Nordwind Airlines,domestic
29818,Turkish Airlines,2,LED,ES,3,6,59,3091.71,66320,2,Turkish Airlines,tourism
29819,Nordwind Airlines,1,LED,RU,3,6,73,2001.44,6350,1,Nordwind Airlines,domestic
29820,Aeroflot,1,LED,KZ,3,4,57,2918.99,21477,1,Aeroflot,cis
29821,Pobeda,1,LED,RU,3,4,57,294.23,6193,1,Pobeda,domestic
29822,Aeroflot,0,LED,RU,3,3,56,2116.64,5986,0,Aeroflot,domestic
29823,Wizz Air,2,LED,GR,3,4,64,2371.28,21432,2,Other,tourism
29824,Pobeda,0,LED,RU,3,2,62,2093.35,10199,0,Pobeda,domestic
29825,Turkish Airlines,3,LED,ES,3,1,82,3118.56,20149,3+,Turkish Airlines,tourism
29826,Pobeda,0,LED,RU,3,1,61,806.2,3949,0,Pobeda,domestic
29827,Pegasus Airlines,1,LED,TR,3,6,66,2377.74,19170,1,Pegasus Airlines,tourism
29828,Uzbekistan Airways,1,LED,UZ,3,6,59,3254.88,8658,1,Uzbekistan Airways,cis
29829,Azimut,1,LED,TR,3,1,75,2107.41,11595,1,Azimut,tourism
29830,Wizz Air,2,LED,GR,3,2,62,2215.02,20118,2,Other,tourism
29831,Wizz Air,2,LED,GR,3,0,74,2757.44,21445,2,Other,tourism
29832,Aeroflot,2,LED,RU,3,4,71,7064.96,25100,2,Aeroflot,domestic
29833,Uzbekistan Airways,1,LED,UZ,3,6,80,3405.71,9552,1,Uzbekistan Airways,cis
29834,Nordwind Airlines,1,LED,RU,3,0,60,2583.41,7948,1,Nordwind Airlines,domestic
29835,Aeroflot,0,LED,RU,3,5,72,2031.59,6270,0,Aeroflot,domestic
29836,Pobeda,0,LED,RU,3,3,56,1078.54,4449,0,Pobeda,domestic
29837,Nordwind Airlines,0,LED,DE,3,3,56,1331.25,3411,0,Nordwind Airlines,culture
29838,Uzbekistan Airways,1,LED,UZ,3,3,84,2773.06,8639,1,Uzbekistan Airways,cis
29839,S7 Airlines,1,LED,RU,3,4,57,2787.83,17135,1,S7 Airlines,domestic
29840,Turkish Airlines,2,LED,IN,3,2,55,6464.49,50717,2,Turkish Airlines,tourism
29841,Turkish Airlines,2,LED,KZ,3,1,82,2879.28,61810,2,Turkish Airlines,cis
29842,Pobeda,0,LED,RU,3,3,84,1055.34,5049,0,Pobeda,domestic
29843,Nordwind Airlines,2,LED,RU,3,2,83,6057.94,24071,2,Nordwind Airlines,domestic
29844,Uzbekistan Airways,0,LED,UZ,3,3,77,2902.36,10794,0,Uzbekistan Airways,cis
29845,Nordwind Airlines,0,LED,RU,3,2,55,3414.11,9483,0,Nordwind Airlines,domestic
29846,Pegasus Airlines,1,LED,TR,3,3,56,2527.13,21036,1,Pegasus Airlines,tourism
29847,Nordwind Airlines,0,LED,DE,3,5,79,1749.74,3365,0,Nordwind Airlines,culture
29848,Pegasus Airlines,1,LED,TR,3,4,64,2554.82,23465,1,Pegasus Airlines,tourism
29849,Pobeda,0,LED,RU,3,0,60,1372.48,5649,0,Pobeda,domestic
29850,Nordwind Airlines,1,LED,KZ,3,2,55,3607.24,15853,1,Nordwind Airlines,cis
29851,Pegasus Airlines,1,LED,TR,3,1,68,2581.06,21010,1,Pegasus Airlines,tourism
29852,S7 Airlines,1,LED,RU,3,3,56,6660.21,16649,1,S7 Airlines,domestic
29853,Turkish Airlines,1,LED,ES,3,4,57,2893.9,51690,1,Turkish Airlines,tourism
29854,Turkish Airlines,2,LED,IT,3,6,59,2240.64,64152,2,Turkish Airlines,culture
29855,S7 Airlines,1,LED,RU,3,4,57,2484.49,5568,1,S7 Airlines,domestic
29856,Azimut,1,LED,RU,3,0,81,1514.2,3460,1,Azimut,domestic
29857,Turkish Airlines,1,LED,TR,3,2,55,2271.53,44274,1,Turkish Airlines,tourism
29858,Nordwind Airlines,0,LED,RU,3,2,55,1217.45,4005,0,Nordwind Airlines,domestic
29859,S7 Airlines,1,LED,RU,3,5,72,5049.92,17771,1,S7 Airlines,domestic
29860,S7 Airlines,1,LED,RU,3,1,61,4832.22,14957,1,S7 Airlines,domestic
29861,Turkish Airlines,2,LED,TR,3,0,81,2420.35,35345,2,Turkish Airlines,tourism
29862,Azimut,1,LED,RU,3,4,78,1941.65,7076,1,Azimut,domestic
29863,Pobeda,0,LED,RU,3,1,82,2030.82,6849,0,Pobeda,domestic
29864,Pobeda,0,LED,RU,3,5,58,1482.37,5049,0,Pobeda,domestic
29865,Pobeda,1,LED,RU,3,1,61,2112.14,8855,1,Pobeda,domestic
29866,Uzbekistan Airways,2,LED,IN,3,3,63,6066.03,37550,2,Uzbekistan Airways,tourism
29867,Uzbekistan Airways,1,LED,UZ,3,0,81,3574.18,9080,1,Uzbekistan Airways,cis
29868,KLM,1,LED,ES,3,4,78,3571.46,49774,1,Other,tourism
29869,Uzbekistan Airways,1,LED,UZ,3,1,61,3571.03,11596,1,Uzbekistan Airways,cis
29870,Wizz Air,2,LED,IT,3,0,67,2386.76,21162,2,Other,culture
29871,Pegasus Airlines,2,LED,GR,3,3,56,2484.45,19310,2,Pegasus Airlines,tourism
29872,Wizz Air,2,LED,ES,3,4,57,3235.43,22577,2,Other,tourism
29873,Nordwind Airlines,1,LED,RU,3,2,55,1793.99,7931,1,Nordwind Airlines,domestic
29874,Azimut,0,LED,RU,3,5,79,1763.83,3480,0,Azimut,domestic
29875,Turkish Airlines,2,LED,RU,3,0,67,2346.91,73522,2,Turkish Airlines,domestic
29876,Uzbekistan Airways,2,LED,IN,3,3,63,6086.24,40851,2,Uzbekistan Airways,tourism
29877,Uzbekistan Airways,0,LED,UZ,3,3,84,3365.16,10531,0,Uzbekistan Airways,cis
29878,Uzbekistan Airways,2,LED,IN,3,1,61,6710.01,41529,2,Uzbekistan Airways,tourism
29879,Pobeda,0,LED,RU,3,3,56,1795.99,9099,0,Pobeda,domestic
29880,Azimut,1,LED,RU,3,0,81,1527.53,3787,1,Azimut,domestic
29881,Wizz Air,3,LED,DE,3,0,60,1682.81,23926,3+,Other,culture
29882,Pobeda,0,LED,RU,3,5,58,1090.69,3849,0,Pobeda,domestic
29883,Nordwind Airlines,1,LED,RU,3,5,79,6198.57,13640,1,Nordwind Airlines,domestic
29884,S7 Airlines,1,LED,RU,3,2,62,2370.87,8993,1,S7 Airlines,domestic
29885,S7 Airlines,1,LED,RU,3,0,60,6644.23,16641,1,S7 Airlines,domestic
29886,Uzbekistan Airways,0,LED,UZ,3,3,63,3622.47,10672,0,Uzbekistan Airways,cis
29887,S7 Airlines,1,LED,RU,3,6,108,3649.14,13350,1,S7 Airlines,domestic
29888,Azimut,1,LED,RU,3,3,98,1907.22,6460,1,Azimut,domestic
29889,Turkish Airlines,2,LED,RU,3,6,108,1510.69,56411,2,Turkish Airlines,domestic
29890,Uzbekistan Airways,1,LED,IN,3,3,98,4931.49,26915,1,Uzbekistan Airways,tourism
29891,Turkish Airlines,2,LED,US,3,4,92,9296.07,76678,2,Turkish Airlines,culture
29892,Azimut,0,LED,RU,3,2,104,777.24,2380,0,Azimut,domestic
29893,Turkish Airlines,1,LED,TR,3,3,112,2628.94,21606,1,Turkish Airlines,tourism
29894,Azimut,1,LED,RU,3,5,86,3546.2,10363,1,Azimut,domestic
29895,Azimut,2,LED,TR,3,5,86,2573.4,17582,2,Azimut,tourism
29896,KLM,1,LED,IT,3,4,85,2061.77,12880,1,Other,culture
29897,Azimut,1,LED,RU,3,4,85,1942.61,4660,1,Azimut,domestic
29898,Aeroflot,0,LED,RU,3,4,99,889.58,3934,0,Aeroflot,domestic
29899,Nordwind Airlines,0,LED,DE,3,2,111,1838.93,6981,0,Nordwind Airlines,culture
29900,Azimut,0,LED,RU,3,1,89,697.19,1780,0,Azimut,domestic
29901,Turkish Airlines,2,LED,KZ,3,0,88,3152.33,49346,2,Turkish Airlines,cis
29902,Aeroflot,1,LED,RU,3,3,105,5737.05,18219,1,Aeroflot,domestic
29903,KLM,2,LED,ES,3,0,88,2744.68,19530,2,Other,tourism
29904,Uzbekistan Airways,1,LED,UZ,3,0,95,3512.29,8703,1,Uzbekistan Airways,cis
29905,Azimut,1,LED,RU,3,5,107,2233.71,6160,1,Azimut,domestic
29906,KLM,1,LED,ES,3,5,86,3178.66,16460,1,Other,tourism
29907,KLM,1,LED,IT,3,5,86,2553.43,27050,1,Other,culture
29908,Nordwind Airlines,0,LED,DE,3,0,88,1754.98,11058,0,Nordwind Airlines,culture
29909,KLM,2,LED,IT,3,4,99,2703.39,20170,2,Other,culture
29910,KLM,1,LED,IT,3,5,114,2719.71,16450,1,Other,culture
29911,Uzbekistan Airways,1,LED,UZ,3,1,110,3256.68,9090,1,Uzbekistan Airways,cis
29912,Azimut,1,LED,RU,3,2,97,1754.46,4060,1,Azimut,domestic
29913,KLM,2,LED,IT,3,1,89,2535.2,19670,2,Other,culture
29914,Aeroflot,1,LED,KZ,3,3,91,2263.35,19094,1,Aeroflot,cis
29915,Uzbekistan Airways,1,LED,UZ,3,1,110,3386.3,9090,1,Uzbekistan Airways,cis
29916,Aeroflot,1,LED,RU,3,1,96,5688.26,14360,1,Aeroflot,domestic
29917,Pobeda,1,LED,RU,3,3,105,3132.3,8236,1,Pobeda,domestic
29918,KLM,1,LED,IT,3,4,85,2129.66,18310,1,Other,culture
29919,KLM,1,LED,IT,3,1,110,1994.84,13740,1,Other,culture
29920,Aeroflot,1,LED,KZ,3,5,93,2141.63,19644,1,Aeroflot,cis
29921,Nordwind Airlines,1,LED,RU,3,4,99,6528.78,16378,1,Nordwind Airlines,domestic
29922,Nordwind Airlines,0,LED,RU,3,0,109,1104.71,4630,0,Nordwind Airlines,domestic
29923,KLM,1,LED,US,3,1,96,9196.21,49312,1,Other,culture
29924,KLM,1,LED,ES,3,0,88,3091.71,14240,1,Other,tourism
29925,Nordwind Airlines,0,LED,RU,3,5,107,2001.44,8640,0,Nordwind Airlines,domestic
29926,KLM,2,LED,US,3,0,88,8889.72,65969,2,Other,culture
29927,S7 Airlines,1,LED,RU,3,4,99,4217.88,22265,1,S7 Airlines,domestic
29928,Aeroflot,1,LED,KZ,3,6,87,2918.99,21492,1,Aeroflot,cis
29929,Turkish Airlines,1,LED,TR,3,3,112,2450.85,33333,1,Turkish Airlines,tourism
29930,Aeroflot,0,LED,RU,3,2,111,2116.64,5970,0,Aeroflot,domestic
29931,Turkish Airlines,2,LED,GR,3,2,90,2371.28,29040,2,Turkish Airlines,tourism
29932,Pobeda,0,LED,RU,3,2,90,2093.35,10199,0,Pobeda,domestic
29933,KLM,1,LED,ES,3,3,112,3118.56,15500,1,Other,tourism
29934,Pobeda,0,LED,RU,3,5,107,806.2,4549,0,Pobeda,domestic
29935,Pegasus Airlines,1,LED,TR,3,6,94,2377.74,21343,1,Pegasus Airlines,tourism
29936,Uzbekistan Airways,1,LED,UZ,3,6,87,3254.88,8228,1,Uzbekistan Airways,cis
29937,KLM,2,LED,IT,3,5,100,2128.07,20074,2,Other,culture
29938,Azimut,1,LED,TR,3,5,107,2107.41,10675,1,Azimut,tourism
29939,Turkish Airlines,2,LED,GR,3,0,88,2215.02,21366,2,Turkish Airlines,tourism
29940,KLM,1,LED,GR,3,3,91,2757.44,26260,1,Other,tourism
29941,KLM,1,LED,ES,3,2,97,3572.44,18270,1,Other,tourism
29942,Uzbekistan Airways,1,LED,UZ,3,6,87,3405.71,9090,1,Uzbekistan Airways,cis
29943,Aeroflot,1,LED,RU,3,3,98,2583.41,9091,1,Aeroflot,domestic
29944,Aeroflot,0,LED,RU,3,1,89,2031.59,6270,0,Aeroflot,domestic
29945,Pobeda,0,LED,RU,3,3,91,1078.54,4449,0,Pobeda,domestic
29946,KLM,1,LED,DE,3,5,93,1751.53,13540,1,Other,culture
29947,Nordwind Airlines,0,LED,DE,3,3,98,1331.25,3520,0,Nordwind Airlines,culture
29948,KLM,1,LED,DE,3,6,94,1413.26,16295,1,Other,culture
29949,Nordwind Airlines,0,LED,RU,3,2,111,1878.35,7063,0,Nordwind Airlines,domestic
29950,KLM,2,LED,IT,3,2,111,2286.89,17739,2,Other,culture
29951,Pobeda,0,LED,RU,3,2,111,1055.34,4349,0,Pobeda,domestic
29952,S7 Airlines,2,LED,RU,3,3,105,6057.94,25415,2,S7 Airlines,domestic
29953,Uzbekistan Airways,1,LED,UZ,3,0,109,2902.36,8211,1,Uzbekistan Airways,cis
29954,Nordwind Airlines,0,LED,RU,3,4,113,3414.11,9513,0,Nordwind Airlines,domestic
29955,Pegasus Airlines,1,LED,TR,3,6,101,2527.13,19322,1,Pegasus Airlines,tourism
29956,KLM,2,LED,GR,3,4,99,2520.28,43500,2,Other,tourism
29957,Nordwind Airlines,0,LED,DE,3,1,110,1749.74,3473,0,Nordwind Airlines,culture
29958,Pobeda,0,LED,RU,3,2,104,1372.48,5649,0,Pobeda,domestic
29959,Pegasus Airlines,1,LED,TR,3,1,89,2581.06,20672,1,Pegasus Airlines,tourism
29960,S7 Airlines,1,LED,RU,3,3,91,6660.21,16649,1,S7 Airlines,domestic
29961,KLM,1,LED,IT,3,5,93,2240.64,17645,1,Other,culture
29962,S7 Airlines,1,LED,RU,3,6,87,2484.49,5519,1,S7 Airlines,domestic
29963,Azimut,1,LED,RU,3,0,102,1514.2,3460,1,Azimut,domestic
29964,KLM,1,LED,ES,3,5,86,2831.6,15760,1,Other,tourism
29965,Aeroflot,0,LED,RU,3,5,93,2313.5,9168,0,Aeroflot,domestic
29966,Pegasus Airlines,1,LED,DE,3,1,89,1761.83,22360,1,Pegasus Airlines,culture
29967,S7 Airlines,1,LED,RU,3,2,90,5049.92,17771,1,S7 Airlines,domestic
29968,S7 Airlines,1,LED,RU,3,6,94,5893.67,27997,1,S7 Airlines,domestic
29969,Wizz Air,2,LED,GR,3,0,95,2552.34,32522,2,Other,tourism
29970,S7 Airlines,1,LED,RU,3,3,98,4832.22,14817,1,S7 Airlines,domestic
29971,Nordwind Airlines,0,LED,RU,3,3,105,3241.64,10353,0,Nordwind Airlines,domestic
29972,Turkish Airlines,2,LED,TR,3,4,85,2420.35,26051,2,Turkish Airlines,tourism
29973,KLM,1,LED,ES,3,0,88,2966.95,14240,1,Other,tourism
29974,Azimut,1,LED,RU,3,6,108,1941.65,7276,1,Azimut,domestic
29975,Pobeda,1,LED,RU,3,4,85,1929.72,12149,1,Pobeda,domestic
29976,Pobeda,0,LED,RU,3,1,103,2030.82,6849,0,Pobeda,domestic
29977,Pobeda,0,LED,RU,3,3,112,1482.37,5049,0,Pobeda,domestic
29978,Nordwind Airlines,0,LED,RU,3,5,114,2112.14,8231,0,Nordwind Airlines,domestic
29979,Uzbekistan Airways,3,LED,IN,3,1,103,6066.03,36718,3+,Uzbekistan Airways,tourism
29980,Uzbekistan Airways,1,LED,UZ,3,3,112,3574.18,8703,1,Uzbekistan Airways,cis
29981,Uzbekistan Airways,1,LED,UZ,3,6,115,3571.03,11101,1,Uzbekistan Airways,cis
29982,KLM,2,LED,IT,3,5,86,2386.76,14720,2,Other,culture
29983,KLM,2,LED,GR,3,4,99,2566.96,46770,2,Other,tourism
29984,KLM,1,LED,GR,3,6,115,2484.45,18170,1,Other,tourism
29985,KLM,1,LED,ES,3,0,109,3235.43,14125,1,Other,tourism
29986,Aeroflot,0,LED,RU,3,2,104,1793.99,7373,0,Aeroflot,domestic
29987,Azimut,0,LED,RU,3,5,107,1763.83,2680,0,Azimut,domestic
29988,Turkish Airlines,2,LED,RU,3,0,88,2346.91,73526,2,Turkish Airlines,domestic
29989,KLM,2,LED,IT,3,0,88,2734.76,21410,2,Other,culture
29990,Uzbekistan Airways,1,LED,UZ,3,0,102,3365.16,9686,1,Uzbekistan Airways,cis
29991,Azimut,2,LED,TR,3,5,100,2558.62,18018,2,Azimut,tourism
29992,Pobeda,0,LED,RU,3,1,96,1795.99,9099,0,Pobeda,domestic
29993,Azimut,1,LED,RU,3,0,88,1527.53,3770,1,Azimut,domestic
29994,Pobeda,0,LED,RU,3,4,113,1090.69,4449,0,Pobeda,domestic
29995,KLM,1,LED,IT,3,5,100,2203.67,18553,1,Other,culture
29996,Nordwind Airlines,1,LED,RU,3,5,93,6198.57,13750,1,Nordwind Airlines,domestic
29997,Aeroflot,1,LED,RU,3,0,88,6644.23,19071,1,Aeroflot,domestic
29998,Uzbekistan Airways,1,LED,UZ,3,3,112,3622.47,10620,1,Uzbekistan Airways,cis
29999,S7 Airlines,1,LED,RU,3,4,127,3649.14,13350,1,S7 Airlines,domestic
30000,KLM,2,LED,GR,3,2,125,2636.87,25945,2,Other,tourism
30001,Azimut,1,LED,RU,3,3,133,1907.22,5960,1,Azimut,domestic
30002,Turkish Airlines,2,LED,RU,3,2,139,1510.69,56698,2,Turkish Airlines,domestic
30003,Uzbekistan Airways,1,LED,IN,3,5,142,4931.49,26920,1,Uzbekistan Airways,tourism
30004,Azimut,0,LED,RU,3,4,120,777.24,2380,0,Azimut,domestic
30005,Turkish Airlines,1,LED,TR,3,3,119,2201.82,23429,1,Turkish Airlines,tourism
30006,Pegasus Airlines,1,LED,TR,3,3,140,2628.94,19554,1,Pegasus Airlines,tourism
30007,S7 Airlines,1,LED,RU,3,1,145,3546.2,9541,1,S7 Airlines,domestic
30008,Pegasus Airlines,1,LED,TR,3,6,122,2573.4,22269,1,Pegasus Airlines,tourism
30009,KLM,1,LED,IT,3,0,116,2061.77,14390,1,Other,culture
30010,Azimut,1,LED,RU,3,1,138,1942.61,4460,1,Azimut,domestic
30011,Nordwind Airlines,0,LED,RU,3,3,140,889.58,3621,0,Nordwind Airlines,domestic
30012,Nordwind Airlines,0,LED,DE,3,6,122,1838.93,7172,0,Nordwind Airlines,culture
30013,Azimut,0,LED,RU,3,3,133,697.19,2180,0,Azimut,domestic
30014,KLM,3,LED,DE,3,4,120,1688.54,26120,3+,Other,culture
30015,Aeroflot,1,LED,RU,3,2,132,5737.05,18570,1,Aeroflot,domestic
